Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
57,No,Non-Travel,1461,Research & Development,20,1,Life Sciences,1,1289,4,Male,61,2,2,Laboratory Technician,3,Married,12139,17093,2,Y,Yes,16,3,3,80,2,37,3,3,37,17,3,5
34,No,Travel_Rarely,265,Sales,8,2,Technical Degree,1,1290,1,Male,81,4,3,Sales Executive,3,Married,6598,25413,8,Y,No,20,4,3,80,3,17,4,4,17,2,2,1
18,Yes,Non-Travel,482,Research & Development,25,1,Life Sciences,1,1291,2,Male,49,4,3,Laboratory Technician,2,Single,12621,22794,2,Y,Yes,22,3,4,80,3,27,1,2,0,0,0,0
42,No,Travel_Rarely,1499,Sales,19,5,Medical,1,1292,2,Male,69,2,4,Research Scientist,4,Single,15852,20748,3,Y,No,11,3,2,80,1,38,3,1,38,12,10,7
60,No,Travel_Rarely,889,Research & Development,5,5,Marketing,1,1293,3,Female,88,3,3,Research Scientist,1,Married,19897,21202,9,Y,Yes,11,3,4,80,2,12,6,2,9,9,4,9
57,No,Travel_Rarely,130,Research & Development,11,1,Other,1,1294,4,Male,43,2,4,Healthcare Representative,2,Married,13024,10215,5,Y,No,18,3,4,80,1,30,1,2,30,1,15,17
59,No,Travel_Rarely,1498,Research & Development,15,5,Medical,1,1295,1,Male,73,4,4,Sales Executive,3,Single,13681,26149,7,Y,No,14,4,2,80,1,37,4,1,37,15,6,10
42,Yes,Non-Travel,110,Research & Development,8,4,Human Resources,1,1296,2,Male,77,1,5,Research Scientist,1,Married,3985,20736,2,Y,Yes,25,3,1,80,3,35,6,2,6,3,6,6
56,No,Travel_Rarely,1425,Sales,19,5,Life Sciences,1,1297,1,Female,72,3,2,Research Scientist,2,Married,18864,22340,9,Y,No,25,4,3,80,3,37,6,3,37,18,11,15
52,No,Travel_Rarely,195,Human Resources,23,1,Technical Degree,1,1298,1,Male,45,3,4,Laboratory Technician,1,Divorced,12900,5740,5,Y,No,11,3,2,80,1,7,2,4,7,4,6,4
20,No,Travel_Rarely,1313,Research & Development,27,3,Life Sciences,1,1299,2,Male,64,1,1,Manufacturing Director,1,Single,7604,15267,4,Y,Yes,17,3,4,80,2,33,1,2,33,6,13,6
54,No,Travel_Rarely,552,Research & Development,8,4,Other,1,1300,1,Female,82,3,1,Research Scientist,4,Married,18535,9119,4,Y,No,19,3,1,80,1,15,5,4,8,8,8,1
47,No,Travel_Rarely,291,Research & Development,26,2,Life Sciences,1,1301,3,Female,63,1,2,Sales Executive,3,Divorced,14413,14643,4,Y,No,20,3,4,80,3,24,1,4,24,4,6,10
55,No,Travel_Rarely,585,Research & Development,27,1,Technical Degree,1,1302,4,Female,32,4,4,Sales Representative,2,Divorced,19961,16947,8,Y,No,17,3,1,80,3,26,4,1,26,7,2,12
51,No,Travel_Frequently,1389,Research & Development,19,2,Life Sciences,1,1303,4,Female,97,3,2,Human Resources,3,Divorced,19001,19749,6,Y,Yes,11,4,3,80,2,40,5,2,40,1,8,15
29,No,Travel_Rarely,1251,Research & Development,18,3,Life Sciences,1,1304,4,Female,34,3,5,Sales Executive,4,Married,13834,11083,8,Y,No,11,3,3,80,1,6,2,1,6,6,5,6
36,No,Travel_Rarely,337,Sales,10,2,Medical,1,1305,3,Female,39,1,1,Laboratory Technician,4,Single,19290,13420,8,Y,No,22,3,1,80,1,31,3,1,31,3,15,6
54,No,Travel_Rarely,1478,Sales,29,1,Medical,1,1306,3,Male,81,1,3,Research Scientist,2,Married,3201,5557,5,Y,No,11,3,3,80,0,37,0,4,8,8,8,6
34,No,Travel_Rarely,1235,Research & Development,7,1,Life Sciences,1,1307,3,Male,58,4,1,Research Scientist,2,Married,13273,16482,5,Y,No,25,3,4,80,1,16,4,3,16,16,11,11
27,Yes,Non-Travel,1466,Research & Development,28,3,Life Sciences,1,1308,4,Male,60,1,4,Research Scientist,4,Married,2100,16169,3,Y,Yes,18,3,1,80,2,34,0,4,34,1,10,11
29,No,Travel_Rarely,1268,Research & Development,9,1,Technical Degree,1,1309,1,Male,95,1,2,Manufacturing Director,2,Married,18092,12641,7,Y,No,17,3,4,80,3,20,2,1,15,13,9,0
33,No,Travel_Rarely,1188,Sales,1,3,Marketing,1,1310,3,Male,98,4,1,Sales Executive,1,Married,11102,7035,1,Y,No,24,3,1,80,0,17,5,2,1,1,1,1
41,Yes,Travel_Rarely,1370,Research & Development,19,3,Life Sciences,1,1311,2,Male,66,2,3,Sales Representative,1,Divorced,3187,18104,4,Y,Yes,13,3,4,80,2,31,2,3,30,4,7,7
36,No,Travel_Rarely,834,Research & Development,5,1,Technical Degree,1,1312,3,Female,56,2,3,Laboratory Technician,4,Single,18125,2991,0,Y,Yes,13,3,3,80,2,33,1,3,15,11,13,12
25,No,Travel_Rarely,1090,Research & Development,19,5,Life Sciences,1,1313,2,Male,62,1,2,Research Scientist,3,Single,14601,10338,9,Y,Yes,22,3,2,80,0,32,0,2,32,9,14,4
48,No,Non-Travel,924,Research & Development,1,3,Medical,1,1314,4,Male,97,4,2,Healthcare Representative,2,Married,9713,2699,1,Y,No,13,3,4,80,1,20,0,2,20,17,13,9
38,No,Travel_Frequently,205,Research & Development,15,1,Life Sciences,1,1315,2,Female,88,2,1,Sales Executive,2,Single,3696,5771,0,Y,No,12,4,1,80,0,16,2,3,16,5,0,13
34,Yes,Non-Travel,280,Research & Development,16,5,Marketing,1,1316,3,Male,93,4,4,Laboratory Technician,1,Married,4765,6641,5,Y,No,24,3,3,80,2,37,5,1,34,11,3,8
40,No,Travel_Rarely,283,Research & Development,23,3,Life Sciences,1,1317,3,Male,73,1,5,Research Scientist,2,Single,7070,10746,1,Y,No,24,3,1,80,1,6,0,3,6,0,6,6
54,No,Travel_Rarely,325,Sales,7,5,Other,1,1318,1,Male,78,1,3,Research Scientist,3,Married,9632,19252,3,Y,No,14,3,4,80,3,28,6,3,28,6,14,2
33,No,Travel_Rarely,876,Research & Development,26,4,Life Sciences,1,1319,4,Female,82,4,2,Research Scientist,2,Married,5503,7350,4,Y,No,17,3,1,80,0,19,3,3,10,10,6,10
23,Yes,Travel_Rarely,889,Research & Development,12,4,Life Sciences,1,1320,2,Male,78,3,5,Sales Executive,2,Single,2288,18427,6,Y,Yes,19,3,1,80,2,34,2,1,29,6,11,11
25,No,Travel_Frequently,1212,Research & Development,8,5,Life Sciences,1,1321,4,Female,95,1,5,Sales Executive,1,Single,7547,23969,9,Y,No,13,4,4,80,1,17,1,2,17,8,8,10
42,Yes,Travel_Rarely,787,Sales,5,3,Other,1,1322,3,Male,92,1,5,Sales Executive,2,Married,3230,22508,0,Y,Yes,20,3,3,80,2,19,1,2,15,14,11,3
35,No,Travel_Frequently,629,Sales,10,1,Marketing,1,1323,1,Male,54,1,4,Human Resources,4,Married,6173,16824,4,Y,No,17,4,3,80,1,34,1,2,5,5,2,5
42,No,Travel_Rarely,1494,Research & Development,28,2,Technical Degree,1,1324,3,Male,33,1,2,Sales Executive,4,Married,1863,7250,3,Y,No,22,3,4,80,1,32,0,1,1,1,1,1
29,No,Travel_Rarely,1071,Research & Development,21,1,Other,1,1325,3,Female,80,4,3,Sales Executive,3,Married,4221,7867,6,Y,No,25,3,3,80,0,20,2,1,9,3,9,9
32,No,Travel_Rarely,1035,Research & Development,5,2,Other,1,1326,3,Female,40,4,2,Human Resources,3,Married,19979,25653,9,Y,No,14,3,2,80,3,13,1,2,3,3,3,0
43,No,Travel_Rarely,205,Sales,17,2,Technical Degree,1,1327,2,Female,46,4,1,Manufacturing Director,3,Married,15394,12980,6,Y,No,11,3,1,80,1,30,2,4,9,2,5,9
58,No,Travel_Rarely,1394,Research & Development,26,3,Life Sciences,1,1328,3,Female,95,4,3,Laboratory Technician,3,Single,13539,18024,7,Y,No,15,3,4,80,2,21,0,4,8,4,7,4
43,Yes,Travel_Frequently,930,Research & Development,5,5,Other,1,1329,4,Male,99,3,2,Sales Executive,1,Married,4349,5612,3,Y,No,18,3,2,80,1,29,3,2,23,3,10,13
49,No,Travel_Rarely,778,Sales,22,1,Life Sciences,1,1330,4,Female,98,4,3,Manufacturing Director,2,Single,10820,8869,3,Y,Yes,13,3,1,80,3,28,3,4,4,4,2,3
27,No,Travel_Rarely,948,Research & Development,15,5,Technical Degree,1,1331,1,Male,58,4,1,Sales Executive,1,Divorced,1284,26084,9,Y,No,20,3,4,80,2,35,3,4,34,14,15,16
33,No,Travel_Rarely,1155,Sales,13,4,Technical Degree,1,1332,4,Female,49,1,3,Manufacturing Director,3,Married,13304,7472,4,Y,No,14,3,3,80,1,28,0,2,3,3,3,3
24,No,Non-Travel,492,Research & Development,28,3,Technical Degree,1,1333,3,Male,56,3,5,Human Resources,2,Married,1723,15728,4,Y,Yes,25,3,4,80,1,34,1,2,34,2,5,2
34,No,Travel_Rarely,139,Research & Development,1,3,Medical,1,1334,3,Male,37,1,4,Laboratory Technician,4,Married,7063,8767,2,Y,Yes,13,3,4,80,0,31,0,1,12,12,8,10
40,No,Travel_Frequently,759,Sales,11,4,Marketing,1,1335,4,Male,90,3,1,Sales Executive,1,Divorced,1818,8538,4,Y,No,25,4,1,80,3,36,2,4,36,14,8,10
43,No,Travel_Rarely,1341,Research & Development,23,1,Other,1,1336,1,Male,57,2,3,Manufacturing Director,2,Divorced,14224,16270,4,Y,No,20,4,1,80,1,31,3,4,31,17,5,4
38,No,Travel_Frequently,1080,Research & Development,1,4,Life Sciences,1,1337,1,Male,99,3,1,Laboratory Technician,4,Married,10062,11473,7,Y,No,24,3,1,80,3,13,2,2,0,0,0,0
39,Yes,Travel_Frequently,1205,Research & Development,11,1,Life Sciences,1,1338,4,Female,32,3,5,Laboratory Technician,4,Single,1045,5821,6,Y,No,24,3,2,80,1,10,0,3,10,10,0,3
24,No,Travel_Rarely,944,Sales,18,2,Marketing,1,1339,2,Male,98,1,4,Laboratory Technician,3,Divorced,11282,22474,7,Y,No,18,3,3,80,2,25,4,2,25,0,2,9
31,Yes,Travel_Rarely,300,Sales,18,3,Other,1,1340,2,Male,36,3,1,Manufacturing Director,4,Single,13508,16319,4,Y,No,20,3,4,80,3,40,4,1,2,2,2,2
32,No,Travel_Frequently,546,Sales,21,1,Life Sciences,1,1341,2,Female,89,3,5,Laboratory Technician,4,Divorced,12412,24859,1,Y,No,18,3,4,80,2,20,6,3,12,1,2,11
24,No,Travel_Rarely,1161,Research & Development,26,5,Life Sciences,1,1342,2,Male,33,1,5,Human Resources,3,Married,16046,25290,7,Y,No,24,3,3,80,3,31,0,3,31,9,11,17
26,No,Travel_Frequently,1334,Research & Development,16,5,Life Sciences,1,1343,4,Female,34,2,5,Manager,2,Divorced,15026,20467,8,Y,No,14,3,4,80,2,22,1,3,22,15,3,14
25,Yes,Travel_Rarely,543,Research & Development,13,3,Life Sciences,1,1344,1,Male,40,2,3,Research Scientist,2,Divorced,18374,17562,1,Y,Yes,21,3,1,80,1,23,5,1,22,11,4,17
40,No,Travel_Frequently,1450,Research & Development,7,4,Other,1,1345,3,Female,44,2,2,Healthcare Representative,3,Single,15705,6439,0,Y,No,12,3,4,80,2,29,2,4,29,17,15,2
46,No,Travel_Frequently,860,Research & Development,1,4,Technical Degree,1,1346,3,Male,93,3,1,Sales Executive,1,Married,7456,10268,5,Y,No,22,3,3,80,2,9,0,2,5,5,5,2
35,No,Non-Travel,326,Research & Development,26,1,Technical Degree,1,1347,4,Male,42,1,2,Healthcare Representative,3,Single,13592,15146,2,Y,No,13,3,2,80,1,34,0,1,6,6,6,0
48,Yes,Travel_Rarely,147,Sales,16,4,Medical,1,1348,3,Male,36,2,5,Sales Executive,2,Single,1160,21192,0,Y,No,13,3,2,80,3,30,4,1,29,7,12,16
47,No,Travel_Rarely,1141,Sales,1,3,Human Resources,1,1349,2,Male,35,2,2,Laboratory Technician,1,Married,15266,9140,5,Y,No,14,3,3,80,2,36,3,3,36,8,10,9
56,No,Travel_Rarely,1011,Research & Development,17,1,Life Sciences,1,1350,1,Female,85,2,5,Manager,3,Single,12495,6280,7,Y,No,21,3,4,80,0,31,3,3,31,18,8,5
52,No,Travel_Rarely,286,Sales,6,2,Life Sciences,1,1351,4,Male,93,2,5,Research Scientist,2,Married,14516,18816,8,Y,No,23,3,4,80,0,8,5,1,5,1,5,5
35,No,Travel_Rarely,444,Sales,2,4,Medical,1,1352,1,Male,79,1,4,Manager,2,Divorced,10523,11947,5,Y,No,12,3,2,80,2,34,1,4,34,6,13,13
59,No,Travel_Rarely,323,Research & Development,17,4,Life Sciences,1,1353,4,Male,59,2,4,Manufacturing Director,2,Married,6657,8062,5,Y,Yes,12,3,4,80,2,31,1,3,31,10,13,16
56,No,Travel_Frequently,929,Research & Development,6,1,Medical,1,1354,4,Female,51,3,2,Research Scientist,4,Single,2520,14550,0,Y,No,13,3,2,80,2,15,5,1,11,11,6,6
34,No,Travel_Rarely,587,Sales,14,5,Life Sciences,1,1355,4,Male,54,3,1,Laboratory Technician,4,Divorced,19651,17592,4,Y,No,22,3,3,80,3,3,1,3,3,3,3,3
31,No,Travel_Rarely,976,Research & Development,18,4,Life Sciences,1,1356,4,Female,57,1,2,Research Director,1,Divorced,17624,9778,2,Y,No,11,3,3,80,1,31,6,2,31,14,9,10
48,No,Travel_Rarely,948,Research & Development,6,3,Life Sciences,1,1357,1,Male,68,4,1,Sales Executive,1,Married,8758,25199,6,Y,No,18,3,4,80,0,34,6,2,34,6,5,8
41,No,Travel_Rarely,1352,Research & Development,10,4,Human Resources,1,1358,3,Male,96,2,2,Manufacturing Director,1,Married,1580,17637,8,Y,No,16,4,1,80,0,32,4,2,15,5,14,7
52,No,Travel_Rarely,1078,Sales,24,2,Life Sciences,1,1359,4,Male,34,2,3,Healthcare Representative,4,Divorced,18595,10455,5,Y,No,13,3,1,80,3,16,0,3,14,11,2,3
51,No,Non-Travel,1116,Sales,18,4,Other,1,1360,2,Female,94,3,3,Research Director,1,Single,13241,8599,4,Y,No,11,3,2,80,2,40,1,3,40,2,8,15
20,No,Non-Travel,287,Research & Development,27,5,Life Sciences,1,1361,4,Female,44,1,1,Healthcare Representative,2,Divorced,10771,8481,6,Y,No,13,4,3,80,2,39,4,4,1,1,1,1
54,No,Travel_Rarely,369,Research & Development,9,4,Human Resources,1,1362,1,Male,96,4,4,Laboratory Technician,2,Divorced,14226,26488,8,Y,No,11,4,2,80,1,24,6,2,5,5,0,5
60,No,Travel_Rarely,409,Research & Development,8,1,Other,1,1363,4,Male,69,3,1,Sales Representative,1,Divorced,10240,13385,4,Y,No,13,3,3,80,1,21,2,4,13,9,8,1
57,Yes,Travel_Frequently,1255,Research & Development,28,4,Other,1,1364,2,Female,98,4,2,Manager,1,Single,7618,14900,4,Y,Yes,14,3,2,80,0,40,0,1,40,12,2,10
43,No,Travel_Rarely,1195,Sales,10,5,Other,1,1365,1,Male,72,1,5,Healthcare Representative,4,Divorced,15638,24954,9,Y,No,16,3,2,80,1,28,5,1,28,7,8,17
40,No,Travel_Rarely,944,Sales,17,1,Life Sciences,1,1366,4,Male,30,1,3,Sales Executive,2,Married,13282,21490,3,Y,No,17,3,2,80,0,37,2,2,25,5,15,8
56,No,Travel_Rarely,1310,Research & Development,23,3,Life Sciences,1,1367,2,Male,51,1,5,Research Scientist,3,Married,17563,25962,4,Y,Yes,17,3,4,80,3,17,3,4,17,2,12,15
32,No,Travel_Rarely,585,Sales,29,1,Medical,1,1368,1,Male,91,3,3,Manufacturing Director,3,Divorced,6160,4704,6,Y,No,19,3,1,80,2,36,3,3,3,3,3,3
21,Yes,Travel_Rarely,1314,Research & Development,26,2,Life Sciences,1,1369,4,Male,55,1,2,Laboratory Technician,4,Single,7415,4567,2,Y,No,18,3,3,80,2,36,0,4,36,8,0,13
46,No,Travel_Rarely,219,Research & Development,6,1,Life Sciences,1,1370,2,Male,47,3,3,Research Scientist,4,Married,15303,23733,3,Y,No,23,3,2,80,0,37,1,1,37,8,15,7
39,No,Travel_Rarely,319,Sales,14,3,Other,1,1371,1,Male,77,3,1,Sales Executive,4,Divorced,15902,4782,8,Y,Yes,14,3,1,80,2,24,0,4,24,10,7,12
42,Yes,Non-Travel,152,Sales,22,4,Medical,1,1372,4,Female,38,2,5,Laboratory Technician,2,Divorced,1197,6898,1,Y,No,16,4,2,80,3,28,1,1,28,5,5,9
30,No,Travel_Rarely,1360,Research & Development,22,1,Marketing,1,1373,1,Male,30,3,5,Research Scientist,1,Divorced,14082,3384,7,Y,No,21,3,2,80,1,33,5,1,33,1,13,11
35,Yes,Travel_Frequently,857,Sales,6,1,Other,1,1374,2,Female,38,3,2,Research Scientist,1,Single,8154,12321,8,Y,No,11,3,3,80,3,15,3,4,15,6,8,2
50,No,Travel_Frequently,837,Sales,26,1,Marketing,1,1375,4,Male,52,2,5,Research Scientist,4,Married,6936,26776,4,Y,No,18,3,4,80,2,36,6,3,36,8,3,1
33,Yes,Travel_Rarely,819,Research & Development,7,1,Technical Degree,1,1376,4,Female,74,4,2,Healthcare Representative,2,Single,1608,21085,6,Y,No,16,3,2,80,3,29,6,1,29,18,11,10
59,No,Travel_Rarely,505,Research & Development,12,3,Human Resources,1,1377,4,Male,31,2,4,Laboratory Technician,3,Divorced,14142,26556,5,Y,No,12,3,3,80,2,22,0,4,22,17,4,17
19,No,Travel_Rarely,707,Sales,3,5,Life Sciences,1,1378,2,Female,43,2,1,Sales Executive,4,Single,13218,20166,0,Y,No,18,3,4,80,0,35,0,1,35,11,5,3
52,No,Travel_Rarely,1120,Research & Development,14,5,Life Sciences,1,1379,3,Male,67,1,3,Sales Executive,2,Married,12533,8605,7,Y,No,14,3,4,80,1,27,5,2,27,10,11,7
59,No,Travel_Frequently,521,Research & Development,22,1,Other,1,1380,4,Female,69,1,3,Laboratory Technician,4,Married,15326,10291,8,Y,No,19,3,1,80,1,9,6,3,0,0,0,0
51,No,Travel_Rarely,811,Research & Development,19,3,Other,1,1381,2,Male,92,2,3,Manager,2,Divorced,10154,10808,9,Y,No,14,3,1,80,2,24,1,2,7,2,5,7
47,No,Non-Travel,346,Research & Development,23,3,Other,1,1382,1,Male,45,1,4,Manufacturing Director,2,Married,15366,8766,0,Y,No,11,3,2,80,2,20,3,1,14,11,8,1
30,No,Travel_Rarely,171,Research & Development,16,1,Medical,1,1383,1,Female,35,2,1,Research Scientist,4,Married,10826,21821,7,Y,No,17,4,1,80,1,39,3,3,33,3,1,14
30,No,Travel_Rarely,284,Research & Development,7,2,Other,1,1384,2,Male,32,1,5,Laboratory Technician,1,Married,2879,18543,2,Y,No,20,3,3,80,3,18,1,4,18,9,13,12
35,No,Travel_Rarely,105,Sales,8,1,Life Sciences,1,1385,3,Male,43,3,5,Manager,4,Married,19417,21888,5,Y,No,15,3,3,80,3,29,5,4,29,1,3,1
49,No,Travel_Rarely,1329,Sales,18,2,Life Sciences,1,1386,2,Female,95,1,1,Sales Executive,1,Married,13530,5075,9,Y,No,20,3,1,80,3,31,1,3,9,9,2,2
49,No,Travel_Rarely,1005,Research & Development,25,1,Medical,1,1387,1,Male,96,1,1,Laboratory Technician,1,Single,6462,14879,7,Y,No,21,3,3,80,1,26,5,2,26,10,3,13
52,No,Travel_Rarely,486,Research & Development,13,2,Medical,1,1388,1,Male,60,3,3,Research Scientist,3,Married,2836,24066,4,Y,No,22,3,3,80,0,32,1,2,19,13,0,12
56,No,Travel_Rarely,798,Sales,21,2,Life Sciences,1,1389,4,Female,62,2,5,Sales Executive,2,Divorced,17932,16760,7,Y,Yes,15,3,2,80,2,24,3,3,24,14,1,15
46,No,Travel_Rarely,1199,Research & Development,9,1,Life Sciences,1,1390,3,Male,30,1,1,Sales Executive,4,Single,17234,4909,6,Y,Yes,14,3,2,80,2,28,3,4,8,8,3,8
46,No,Non-Travel,1300,Research & Development,10,2,Life Sciences,1,1391,2,Female,73,1,5,Laboratory Technician,2,Single,8211,7190,6,Y,No,16,3,3,80,1,39,0,3,39,11,9,0
33,No,Travel_Rarely,926,Research & Development,21,4,Medical,1,1392,1,Male,44,3,1,Sales Executive,3,Married,5447,16044,6,Y,No,11,3,1,80,0,38,6,2,33,1,3,5
27,Yes,Travel_Frequently,448,Research & Development,23,5,Human Resources,1,1393,1,Female,66,3,2,Sales Executive,1,Divorced,13148,20495,8,Y,No,13,4,3,80,1,33,6,1,20,1,4,12
47,No,Travel_Frequently,1378,Research & Development,27,3,Marketing,1,1394,1,Male,56,3,3,Research Scientist,4,Single,12227,8767,5,Y,No,21,3,4,80,3,32,5,4,23,0,8,1
42,No,Non-Travel,407,Sales,9,2,Life Sciences,1,1395,2,Female,77,4,1,Sales Executive,2,Divorced,13933,3836,5,Y,No,22,3,4,80,3,31,3,3,6,6,0,6
56,No,Travel_Rarely,1468,Sales,15,2,Medical,1,1396,2,Male,56,3,4,Research Scientist,3,Divorced,7725,7814,8,Y,Yes,17,3,4,80,2,19,5,1,3,3,3,3
37,Yes,Travel_Frequently,1250,Research & Development,20,3,Technical Degree,1,1397,3,Male,41,2,1,Sales Executive,1,Single,17097,5603,5,Y,No,21,3,2,80,2,7,5,2,7,0,2,7
22,No,Travel_Rarely,386,Sales,2,2,Medical,1,1398,4,Female,96,1,2,Research Scientist,1,Single,7827,14367,6,Y,No,18,3,1,80,2,12,2,4,12,0,8,7
18,No,Travel_Rarely,865,Research & Development,25,3,Life Sciences,1,1399,4,Male,59,1,4,Manager,2,Married,5295,24864,6,Y,No,22,4,3,80,2,20,2,3,20,0,15,8
47,No,Travel_Rarely,824,Research & Development,13,1,Marketing,1,1400,4,Female,95,4,4,Manufacturing Director,1,Divorced,5748,5628,1,Y,No,19,3,1,80,3,34,1,2,34,10,10,7
20,No,Travel_Frequently,861,Research & Development,2,4,Other,1,1401,1,Female,36,1,1,Laboratory Technician,3,Married,3098,16779,7,Y,No,11,3,1,80,3,18,6,3,4,4,4,4
31,No,Travel_Rarely,482,Sales,19,4,Life Sciences,1,1402,4,Male,63,1,2,Sales Executive,1,Married,6614,7230,5,Y,No,14,3,1,80,0,7,5,3,7,7,7,7
47,No,Travel_Frequently,487,Sales,26,5,Life Sciences,1,1403,1,Female,61,2,4,Manufacturing Director,4,Single,7831,7679,3,Y,No,12,4,4,80,2,28,1,4,1,1,1,1
21,No,Travel_Rarely,624,Research & Development,2,2,Life Sciences,1,1404,3,Male,68,1,3,Sales Executive,4,Married,4330,10648,6,Y,No,12,3,3,80,1,23,1,2,23,0,14,16
35,No,Travel_Frequently,738,Research & Development,3,5,Marketing,1,1405,1,Male,72,2,3,Sales Executive,2,Married,12782,13567,7,Y,No,11,3,2,80,0,21,0,2,15,0,3,5
54,Yes,Non-Travel,1037,Research & Development,6,1,Life Sciences,1,1406,3,Male,72,4,5,Manufacturing Director,3,Married,19942,25636,0,Y,Yes,15,3,1,80,0,3,2,1,3,3,3,1
42,Yes,Travel_Rarely,375,Research & Development,3,4,Life Sciences,1,1407,3,Female,32,2,5,Sales Representative,1,Married,2225,3728,9,Y,No,12,3,1,80,3,29,2,2,29,2,15,0
18,No,Non-Travel,599,Research & Development,10,1,Life Sciences,1,1408,4,Male,75,3,2,Laboratory Technician,1,Single,5894,19002,3,Y,No,14,3,4,80,2,29,3,2,29,13,11,9
32,No,Travel_Rarely,816,Research & Development,24,1,Other,1,1409,4,Female,61,3,4,Sales Executive,1,Married,13179,23404,3,Y,Yes,19,3,4,80,0,39,2,4,34,5,4,7
26,No,Travel_Rarely,436,Sales,27,2,Technical Degree,1,1410,1,Male,72,4,3,Sales Representative,4,Single,9942,17211,9,Y,Yes,21,3,3,80,2,28,3,1,12,7,11,12
32,No,Travel_Rarely,1031,Sales,6,1,Marketing,1,1411,2,Female,32,1,3,Sales Executive,3,Single,10915,3816,8,Y,No,13,3,2,80,3,36,5,4,36,14,6,13
41,No,Travel_Rarely,580,Research & Development,23,4,Human Resources,1,1412,4,Male,92,2,2,Sales Representative,1,Divorced,13245,10705,5,Y,No,25,3,2,80,0,10,0,2,10,10,1,10
21,Yes,Travel_Rarely,1010,Research & Development,16,5,Life Sciences,1,1413,4,Female,69,3,4,Research Scientist,2,Single,3806,25407,3,Y,Yes,18,3,4,80,0,24,1,1,18,8,6,13
29,No,Travel_Rarely,1396,Human Resources,17,4,Other,1,1414,2,Male,47,2,2,Research Scientist,3,Married,1827,24635,0,Y,No,20,3,3,80,1,33,1,4,17,15,15,6
54,No,Travel_Rarely,1181,Research & Development,19,2,Marketing,1,1415,2,Male,96,3,1,Laboratory Technician,3,Single,9443,5958,7,Y,No,23,3,1,80,3,16,5,1,16,0,11,16
54,No,Non-Travel,1451,Research & Development,3,4,Life Sciences,1,1416,4,Male,91,2,3,Research Director,1,Single,8935,3161,8,Y,No,16,3,3,80,1,27,3,2,10,10,2,8
60,No,Travel_Frequently,208,Research & Development,18,3,Human Resources,1,1417,2,Female,39,1,2,Sales Representative,4,Married,13726,8532,4,Y,No,20,3,2,80,3,33,4,1,14,14,5,3
23,Yes,Travel_Frequently,1402,Research & Development,7,5,Human Resources,1,1418,1,Male,81,4,2,Laboratory Technician,3,Single,13078,19897,4,Y,Yes,15,3,4,80,1,7,5,1,7,7,7,7
56,Yes,Travel_Frequently,427,Research & Development,9,3,Other,1,1419,3,Female,75,1,1,Manufacturing Director,2,Single,1021,9365,9,Y,No,12,3,1,80,3,28,3,1,28,16,5,10
41,No,Travel_Rarely,414,Research & Development,20,3,Life Sciences,1,1420,3,Male,84,2,5,Laboratory Technician,3,Divorced,6903,13419,7,Y,No,21,3,1,80,3,16,5,2,16,5,5,8
28,No,Travel_Rarely,1234,Research & Development,12,2,Other,1,1421,4,Female,75,3,3,Manufacturing Director,4,Single,8401,13922,7,Y,No,23,3,2,80,0,25,0,2,25,13,9,16
30,No,Travel_Rarely,798,Research & Development,5,1,Other,1,1422,4,Male,89,3,2,Manager,2,Single,17111,16226,4,Y,No,13,3,1,80,1,12,5,1,4,4,4,4
51,No,Travel_Frequently,880,Sales,3,3,Life Sciences,1,1423,1,Male,55,4,3,Sales Executive,4,Divorced,1698,22480,3,Y,No,18,3,3,80,1,16,5,4,3,3,1,2
42,No,Travel_Rarely,1352,Sales,11,4,Life Sciences,1,1424,2,Male,56,1,5,Research Scientist,1,Single,12941,19107,5,Y,No,25,3,2,80,1,23,2,4,23,6,8,10
24,No,Travel_Rarely,255,Research & Development,25,1,Life Sciences,1,1425,4,Male,67,1,2,Research Director,3,Married,12775,15536,9,Y,No,22,3,2,80,0,10,3,2,10,9,7,7
21,No,Travel_Rarely,1395,Research & Development,4,4,Other,1,1426,3,Male,51,1,1,Research Director,2,Single,14301,3928,4,Y,No,22,3,1,80,2,29,0,3,29,15,6,9
25,No,Travel_Rarely,986,Research & Development,5,4,Marketing,1,1427,1,Female,55,3,3,Sales Executive,4,Single,15872,23796,7,Y,Yes,19,3,2,80,3,39,6,4,39,6,10,5
37,No,Travel_Rarely,1125,Research & Development,1,1,Life Sciences,1,1428,1,Female,98,4,1,Sales Executive,1,Married,18395,23478,8,Y,No,21,3,4,80,1,35,1,1,34,5,13,16
46,No,Travel_Rarely,857,Research & Development,27,1,Life Sciences,1,1429,2,Female,64,3,5,Human Resources,2,Divorced,8417,22609,0,Y,Yes,21,3,3,80,3,32,4,3,32,5,11,5
